Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","108.653","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","111.847","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","108.052","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","109.453","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","112.341","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","110.367","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2018","2018","3023","Labour force survey","1000 persons","107.31","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","102.711","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","372","Ireland","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2020","2020","3023","Labour force survey","1000 persons","102.653","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","833","Isle of Man","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3035","Population census","1000 persons","0.85","X","Figure from international organizations","Population coverage: Nationals, residents | Age coverage - minimum age: 16 years old"
"OEA","Employment Indicators: Agriculture","833","Isle of Man","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3035","Population census","1000 persons","0.81","X","Figure from international organizations","Population coverage: Nationals, residents | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 65 for men and 63 for women"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3023","Labour force survey","1000 persons","47.97","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","47.81","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3023","Labour force survey","1000 persons","42.56","X","Figure from international organizations","Repository: OECD"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","36.028","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","41.939","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","38.657","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","36.328","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","37.136","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+"
"OEA","Employment Indicators: Agriculture","376","Israel","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","37.383","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3023","Labour force survey","1000 persons","837.739","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","849.086","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3023","Labour force survey","1000 persons","831.913","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","833.379","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","799.154","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","811.748","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","842.84","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","884","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","871.223","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2018","2018","3023","Labour force survey","1000 persons","872.368","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","908.779","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","380","Italy","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2020","2020","3023","Labour force survey","1000 persons","912.301","X","Figure from international organizations","Unemployment definition: Two criteria (not in employment and seeking) Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3023","Labour force survey","1000 persons","227.35","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","221.7","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3023","Labour force survey","1000 persons","192.3","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","201.2","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","202.35","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","207.775","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","202.075","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","195.35","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","201.5","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2018","2018","3023","Labour force survey","1000 persons","197.2","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","388","Jamaica","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","189.45","X","Figure from international organizations","Age coverage - minimum age: 14 years old"
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3023","Labour force survey","1000 persons","2530.619","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","2439.29","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3023","Labour force survey","1000 persons","2241.21","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","2333.196","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","2330","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","2300","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","2280","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","2220","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","2210","X","Figure from international organizations","Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2018","2018","3023","Labour force survey","1000 persons","2280","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","2220","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","392","Japan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2020","2020","3023","Labour force survey","1000 persons","2130","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","832","Jersey","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3019","Establishment census","1000 persons","2.33","X","Figure from international organizations","Data reference period: June | Reference group coverage: Employees | Age coverage - minimum age: 16 years old"
"OEA","Employment Indicators: Agriculture","400","Jordan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","69.264","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","400","Jordan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2018","2018","3023","Labour force survey","1000 persons","79.224","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","400","Jordan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","76.493","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3023","Labour force survey","1000 persons","2293.3","X","Figure from international organizations","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","2294.9","X","Figure from international organizations","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3023","Labour force survey","1000 persons","2196.1","X","Figure from international organizations","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","2172.7","X","Figure from international organizations","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","2073.6","X","Figure from international organizations","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","1553.384","X","Figure from international organizations","Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","1319","X","Figure from international organizations","Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","398","Kazakhstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2020","2020","3023","Labour force survey","1000 persons","1175.1","X","Figure from international organizations","Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","404","Kenya","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3021","Household income and expenditure survey","1000 persons","6288.368","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","296","Kiribati","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3021","Household income and expenditure survey","1000 persons","4.584","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","296","Kiribati","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3035","Population census","1000 persons","5.983","X","Figure from international organizations","Nonstandard economic activity: Including B Data reference period: November"
"OEA","Employment Indicators: Agriculture","296","Kiribati","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3035","Population census","1000 persons","6.802","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","414","Kuwait","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","2.618","X","Figure from international organizations","Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts"
"OEA","Employment Indicators: Agriculture","414","Kuwait","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3033","Official estimates","1000 persons","57.881","X","Figure from international organizations","Data reference period: December"
"OEA","Employment Indicators: Agriculture","417","Kyrgyzstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","688.022","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","417","Kyrgyzstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","716.659","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","417","Kyrgyzstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","727.331","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","417","Kyrgyzstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","689.342","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","417","Kyrgyzstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","633.301","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","417","Kyrgyzstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","541.369","X","Figure from international organizations","Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","417","Kyrgyzstan","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2018","2018","3023","Labour force survey","1000 persons","486.521","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","418","Lao People's Democratic Republic","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","2155.111","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","418","Lao People's Democratic Republic","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","550.72","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3023","Labour force survey","1000 persons","79.477","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","73.258","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3023","Labour force survey","1000 persons","76.615","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","73.284","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","71.938","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","66.35","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","71.11","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3023","Labour force survey","1000 persons","68.666","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3023","Labour force survey","1000 persons","61.419","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2018","2018","3023","Labour force survey","1000 persons","63.277","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","66.258","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","428","Latvia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2020","2020","3023","Labour force survey","1000 persons","64.339","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","422","Lebanon","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","56.591","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OEA","Employment Indicators: Agriculture","426","Lesotho","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2019","2019","3023","Labour force survey","1000 persons","66.606","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OEA","Employment Indicators: Agriculture","430","Liberia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3022","Household survey","1000 persons","184.773","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","430","Liberia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3022","Household survey","1000 persons","236.956","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","430","Liberia","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","507.789","X","Figure from international organizations","Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3014","Administrative population register","1000 persons","0.207","X","Figure from international organizations","Data reference period: End of the year | Establishment size coverage: All establishments with at least 5 employees"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3014","Administrative population register","1000 persons","0.225","X","Figure from international organizations","Data reference period: End of the year | Establishment size coverage: All establishments with at least 5 employees"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3014","Administrative population register","1000 persons","0.235","X","Figure from international organizations","Data reference period: End of the year"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3014","Administrative population register","1000 persons","0.235","X","Figure from international organizations","Data reference period: End of the year"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3014","Administrative population register","1000 persons","0.242","X","Figure from international organizations","Data reference period: End of the year"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3014","Administrative population register","1000 persons","0.239","X","Figure from international organizations","Data reference period: End of the year"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3014","Administrative population register","1000 persons","0.246","X","Figure from international organizations","Data reference period: End of the year"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2016","2016","3014","Administrative population register","1000 persons","0.195","X","Figure from international organizations","Data reference period: End of the year"
"OEA","Employment Indicators: Agriculture","438","Liechtenstein","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2017","2017","3014","Administrative population register","1000 persons","0.192","X","Figure from international organizations","Employment definition: Including subsistence workers | Data reference period: End of the year"
"OEA","Employment Indicators: Agriculture","440","Lithuania","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2009","2009","3023","Labour force survey","1000 persons","118.356","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","440","Lithuania","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2010","2010","3023","Labour force survey","1000 persons","110.174","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","440","Lithuania","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2011","2011","3023","Labour force survey","1000 persons","106.382","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","440","Lithuania","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2012","2012","3023","Labour force survey","1000 persons","112.222","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","440","Lithuania","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2013","2013","3023","Labour force survey","1000 persons","108.888","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","440","Lithuania","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2014","2014","3023","Labour force survey","1000 persons","120.902","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OEA","Employment Indicators: Agriculture","440","Lithuania","21066","Employment in agriculture, forestry and fishing by age, total (15+)","13","Total","2015","2015","3023","Labour force survey","1000 persons","121.065","X","Figure from international organizations","Repository: Eurostat special tabulation"
